row,neutral,approval,realization,disapproval,confusion,optimism,annoyance,disappointment,curiosity,caring,desire,sadness,admiration,amusement,anger,joy,disgust,fear,gratitude,excitement,surprise,relief,love,nervousness,remorse,embarrassment,grief,pride
1,0.931503176689148,0.031736768782138824,0.020386815071105957,0.0176094863563776,0.01260888110846281,0.01014707051217556,0.009484812617301941,0.006065755616873503,0.0036150875966995955,0.002976407529786229,0.0016468333778902888,0.0013552868040278554,0.0010331012308597565,0.001019548042677343,0.0008406978449784219,0.0008384502143599093,0.000787303491961211,0.0006237116176635027,0.000563570880331099,0.0005619522999040782,0.0005544445011764765,0.0005458216182887554,0.0004834903811570257,0.0004662415012717247,0.0003696935891639441,0.0003626113466452807,0.00026614119997248054,0.00018494795949663967
2,0.7699214816093445,0.06939750164747238,0.017373979091644287,0.18545854091644287,0.004370670299977064,0.008788246661424637,0.05725400149822235,0.008938740938901901,0.002094707451760769,0.008230475708842278,0.0018449716735631227,0.0017582537839189172,0.000805715040769428,0.0005540461861528456,0.0052083698101341724,0.00041741959284991026,0.0012946146307513118,0.0006064105546101928,0.0004584802663885057,0.00033476686803624034,0.00040341290878131986,0.0005353892338462174,0.0004348528163973242,0.00038835330633446574,0.00041205110028386116,0.0006217870977707207,0.0002753213921096176,0.00019841127505060285
3,0.8490768671035767,0.038784075528383255,0.03387804329395294,0.002144737634807825,0.001191193237900734,0.003992718178778887,0.004223501775413752,0.004236460663378239,0.0006708592409268022,0.0014561316929757595,0.002727661281824112,0.0030475016683340073,0.00919116660952568,0.0030701449140906334,0.0008642947650514543,0.06577669084072113,0.0013076612958684564,0.0021251412108540535,0.005291953217238188,0.03653985261917114,0.004784686025232077,0.006243438925594091,0.0033147153444588184,0.001438442151993513,0.000579346320591867,0.0014909598976373672,0.001179927377961576,0.006249521858990192
4,0.8773708939552307,0.0902218148112297,0.010985667817294598,0.0039465404115617275,0.0003497631987556815,0.002702331403270364,0.007427381817251444,0.004574200604110956,0.00030859920661896467,0.004085731226950884,0.0022170119918882847,0.0030881341081112623,0.031080303713679314,0.0011888898443430662,0.0016463912324979901,0.00548724178224802,0.0025586585979908705,0.0007223181892186403,0.0046288128942251205,0.0027755044866353273,0.00047511488082818687,0.0020669156219810247,0.004652088508009911,0.0003008038620464504,0.0011831861920654774,0.000974518246948719,0.0007111073355190456,0.0028595237527042627
5,0.20244301855564117,0.08959901332855225,0.04013925418257713,0.03728145733475685,0.24774007499217987,0.5110413432121277,0.00813006330281496,0.014308695681393147,0.01684262417256832,0.008766421116888523,0.07532969117164612,0.002004824811592698,0.00446660490706563,0.0009534553973935544,0.0013483462389558554,0.003356848144903779,0.001581799704581499,0.0027999801095575094,0.0029629189521074295,0.002820526482537389,0.002033964032307267,0.0013676253147423267,0.004084194544702768,0.002207738347351551,0.0036401196848601103,0.0009716427884995937,0.0005718452157452703,0.0010018822504207492
6,0.17291110754013062,0.01605716347694397,0.083347387611866,0.011158252134919167,0.10036397725343704,0.015384146012365818,0.008454056456685066,0.01802993007004261,0.09595446288585663,0.0008687094668857753,0.002016665181145072,0.002439469564706087,0.0071785543113946915,0.0010882652131840587,0.0018577849259600043,0.002118770033121109,0.0022905487567186356,0.0034723433200269938,0.001432351185940206,0.009379041381180286,0.7304937243461609,0.0012595640728250146,0.0021312818862497807,0.001735745812766254,0.0010822477051988244,0.003946555778384209,0.0013088156701996922,0.0004960917285643518
7,0.42191267013549805,0.07404328882694244,0.01881280541419983,0.07909971475601196,0.34585288166999817,0.0108916275203228,0.01611226797103882,0.008416646160185337,0.2585798501968384,0.003620377741754055,0.0026632281951606274,0.0019089835695922375,0.002128993161022663,0.0013160675298422575,0.0015188920078799129,0.0036883996799588203,0.0008815800538286567,0.0010424430947750807,0.0005869944579899311,0.002521082293242216,0.0033865144941955805,0.0010845744982361794,0.0008399499347433448,0.001328231766819954,0.0005739655462093651,0.0008456937503069639,0.0003597460745368153,0.00022657518275082111
8,0.2688918709754944,0.02415095642209053,0.024210166186094284,0.03467511385679245,0.005505257286131382,0.6965063214302063,0.008939044550061226,0.05186127871274948,0.0023918948136270046,0.008129390887916088,0.10020048171281815,0.009480906650424004,0.0035963766276836395,0.0015224535018205643,0.0015433193184435368,0.0017437721835449338,0.001638352987356484,0.002087546046823263,0.001852756948210299,0.001147088478319347,0.0014089824398979545,0.001056457869708538,0.0026893571484833956,0.0011429741280153394,0.005165356211364269,0.0008367737755179405,0.0009596943855285645,0.0008599221473559737
9,0.45961156487464905,0.052486270666122437,0.031772181391716,0.5007554888725281,0.004719054326415062,0.0029906639829277992,0.11343179643154144,0.030790720134973526,0.0008346685790456831,0.0018932214006781578,0.0011288255918771029,0.003042720491066575,0.0019711910281330347,0.0007754397811368108,0.011445466428995132,0.0007425658404827118,0.0027829622849822044,0.0004359685117378831,0.0007935405010357499,0.00045802726526744664,0.0009801791748031974,0.0007030807319097221,0.0006570105906575918,0.000363260944141075,0.0006057055434212089,0.0012962444452568889,0.00040083573549054563,0.0004199528484605253
10,0.6505320072174072,0.07197690010070801,0.03302115574479103,0.028489725664258003,0.0009272705065086484,0.0021819781977683306,0.0534103699028492,0.0673552080988884,0.0005365931428968906,0.002502820221707225,0.0014424874680116773,0.08303068578243256,0.0021165593061596155,0.0007477343315258622,0.005413851235061884,0.0009500794112682343,0.004767229314893484,0.0011334653245285153,0.00047246244503185153,0.00036599469603970647,0.0004510403086896986,0.0012520666932687163,0.0011985815363004804,0.0009256943594664335,0.001174864242784679,0.0016398761654272676,0.0016747660702094436,0.00043486669892445207
11,0.14228101074695587,0.16454631090164185,0.02569667063653469,0.1589842289686203,0.004059304483234882,0.02745499461889267,0.10687863081693649,0.01985509879887104,0.0013491136487573385,0.008508486673235893,0.0039223539642989635,0.002662446815520525,0.00967489369213581,0.1969158798456192,0.005031262990087271,0.23482075333595276,0.0023439161013811827,0.0006978734163567424,0.0011178517015650868,0.007087003439664841,0.0007481976062990725,0.013320616446435452,0.00164478225633502,0.0018194174626842141,0.0004622110864147544,0.0016555963084101677,0.0005739176995120943,0.002354520605877042
12,0.21323995292186737,0.06190512329339981,0.08008075505495071,0.042082931846380234,0.016548100858926773,0.5370616912841797,0.015122522599995136,0.22245091199874878,0.003114118706434965,0.009927692823112011,0.036912787705659866,0.0394984632730484,0.0035718069411814213,0.0016880158800631762,0.0013019676553085446,0.002757568610832095,0.0017053643241524696,0.002934729913249612,0.0011263206833973527,0.0009037192794494331,0.0014918048400431871,0.003191302763298154,0.0029345916118472815,0.004745726939290762,0.009923156350851059,0.001990468241274357,0.001929932041093707,0.0010543072130531073
13,0.3195081651210785,0.11036621034145355,0.06474044173955917,0.013638663105666637,0.015097898431122303,0.02686985582113266,0.008198888041079044,0.008480185642838478,0.0014674487756565213,0.005104732234030962,0.0036084242165088654,0.005595899652689695,0.004440362099558115,0.0013688611797988415,0.0013943345984444022,0.0021103634499013424,0.004090883769094944,0.3498860001564026,0.0008005675044842064,0.002635856159031391,0.0023513506166636944,0.0022959262132644653,0.0011608961503952742,0.02463022992014885,0.0006502039614133537,0.00194633100181818,0.0010222095297649503,0.0008934060460887849
14,0.2840960621833801,0.04631076753139496,0.016192302107810974,0.0584859624505043,0.24307897686958313,0.010428760200738907,0.04375794157385826,0.05454804003238678,0.4796580970287323,0.009936362504959106,0.0023798926267772913,0.009494897909462452,0.0038057377096265554,0.0006599418702535331,0.004263454582542181,0.0006618667975999415,0.002245665527880192,0.0018984221387654543,0.000492493505589664,0.0009156831656582654,0.0025748610496520996,0.0006786850863136351,0.0012358975363895297,0.002657343866303563,0.0025501674972474575,0.002830304205417633,0.0009618303156457841,0.00017777598986867815
15,0.48111674189567566,0.06639531254768372,0.024024320766329765,0.1569315642118454,0.3703392744064331,0.009835375472903252,0.03339652717113495,0.009885169565677643,0.041865184903144836,0.0019902787171304226,0.0014775320887565613,0.0010156870121136308,0.0018047101330012083,0.0007669575861655176,0.0025546338874846697,0.0007148406584747136,0.0014340843772515655,0.0006785790319554508,0.0006097150617279112,0.0008543093572370708,0.0018946949858218431,0.0003978611493948847,0.0008309186669066548,0.0006995088187977672,0.0004573231271933764,0.0007426469237543643,0.00020154094090685248,0.00017394688620697707
