row,neutral,approval,gratitude,caring,annoyance,optimism,realization,disapproval,confusion,curiosity,excitement,joy,desire,relief,admiration,anger,disappointment,amusement,sadness,surprise,nervousness,pride,fear,disgust,remorse,love,embarrassment,grief
1,0.7916776537895203,0.05414086580276489,0.019065015017986298,0.008878305554389954,0.007637990638613701,0.0068502044305205345,0.006846918724477291,0.004876007791608572,0.004452089313417673,0.004221394658088684,0.0032566941808909178,0.002756279893219471,0.0020372080616652966,0.0016517603071406484,0.0015214354498311877,0.0009739733068272471,0.000930642825551331,0.0006390562048181891,0.0005872132605873048,0.0005761692300438881,0.0004111560992896557,0.0004067184927407652,0.0004044477827847004,0.00039924660813994706,0.00036349284346215427,0.0003076665161643177,0.00028451523394323885,0.00018954438564833254
2,0.7337142825126648,0.24412404000759125,0.0006212877342477441,0.0006409498164430261,0.0019397377036511898,0.006102887913584709,0.026361923664808273,0.0016607042634859681,0.003359246766194701,0.0029035622719675303,0.005934986751526594,0.0020037174690514803,0.0010248998878523707,0.0007263625739142299,0.0156865231692791,0.0003440294531174004,0.0017541968263685703,0.0008413365576416254,0.0007867031963542104,0.002063621301203966,0.00041837888420559466,0.0006302008405327797,0.0009178153122775257,0.0008317279280163348,0.00020954814681317657,0.001508374116383493,0.00026877762866206467,0.00019491478451527655
3,0.6261208057403564,0.018751995638012886,0.0003827955515589565,0.0007959362119436264,0.16744394600391388,0.005984177812933922,0.010255342349410057,0.005656436551362276,0.0006226816913112998,0.0010714316740632057,0.019183501601219177,0.003721245564520359,0.0031510961707681417,0.0009264510590583086,0.045949000865221024,0.03601950407028198,0.01636774279177189,0.006270654499530792,0.0014054117491468787,0.017973454669117928,0.0004414748400449753,0.0031784912571310997,0.0016624785494059324,0.011198573745787144,0.00020932669576723129,0.0006801212439313531,0.0027505489997565746,0.00047915129107423127
4,0.046160463243722916,0.1796165257692337,0.01297838520258665,0.009864190593361855,0.016985420137643814,0.40931227803230286,0.017023790627717972,0.025256261229515076,0.008959293365478516,0.004241564776748419,0.00954627525061369,0.004154197871685028,0.008798977360129356,0.003187344642356038,0.8374603390693665,0.002641086233779788,0.01940123178064823,0.0015753582119941711,0.00146391277667135,0.006400891579687595,0.0008399139624089003,0.009162139147520065,0.002193693071603775,0.0016827614745125175,0.0006380575359798968,0.0017475461354479194,0.0005778405466116965,0.0008526864694431424
5,0.9255035519599915,0.05961213260889053,0.0007501677609980106,0.0014942381531000137,0.0027829159516841173,0.014658914878964424,0.023399312049150467,0.004356651101261377,0.010396194644272327,0.0037744164001196623,0.0017756493762135506,0.0013247833121567965,0.002840812550857663,0.0006109474343247712,0.002855629427358508,0.00045095436507835984,0.0027915213722735643,0.0010072734439745545,0.0012609240366145968,0.000919325917493552,0.0004092755261808634,0.0003481857420410961,0.0007497657788917422,0.0008963391301222146,0.00043401651782914996,0.0011457059299573302,0.00033258937764912844,0.0002699780452530831
6,0.39573684334754944,0.007726561743766069,0.0006930840900167823,0.00252580177038908,0.007683869451284409,0.00468977726995945,0.003418979700654745,0.003359045134857297,0.13976462185382843,0.6608590483665466,0.0021339994855225086,0.000925979285966605,0.0020258028525859118,0.0001520863879704848,0.002338931430131197,0.002117743017151952,0.0017292866250500083,0.0015111357206478715,0.0009320457465946674,0.004185412544757128,0.00045024091377854347,4.985306804883294e-05,0.0009495803387835622,0.0008213220280595124,0.00036659775651060045,0.0017182750161737204,0.00042606628267094493,0.0002133138186763972
7,0.623939573764801,0.042598333209753036,0.0005206576897762716,0.008098670281469822,0.27792438864707947,0.032758623361587524,0.023194774985313416,0.02661268040537834,0.0011509445030242205,0.00048660708125680685,0.00044726766645908356,0.0006154155707918108,0.006635754834860563,0.00100620836019516,0.0012320710811764002,0.01646832935512066,0.05630536377429962,0.0013084311503916979,0.006363727152347565,0.0005195328849367797,0.0007966103730723262,0.0006516606081277132,0.0014048629673197865,0.011199930682778358,0.0010350375669077039,0.0004168835293967277,0.002937865210697055,0.0006410387577489018
8,0.8095245361328125,0.02836306393146515,0.0007258252589963377,0.0059473831206560135,0.04114888980984688,0.0044821444898843765,0.009452303871512413,0.18936118483543396,0.0017037641955539584,0.0007515946053899825,0.0004312995879445225,0.0007609697058796883,0.0012879542773589492,0.00040626549161970615,0.0010093353921547532,0.00821041502058506,0.00515663530677557,0.001305772690102458,0.0016352829989045858,0.00031754118390381336,0.00025619103689678013,0.00019759060523938388,0.0005529965274035931,0.0012487716739997268,0.0003058751462958753,0.0005137532134540379,0.00045837339712306857,0.00026109296595677733
9,0.7916776537895203,0.05414086580276489,0.019065015017986298,0.008878305554389954,0.007637990638613701,0.0068502044305205345,0.006846918724477291,0.004876007791608572,0.004452089313417673,0.004221394658088684,0.0032566941808909178,0.002756279893219471,0.0020372080616652966,0.0016517603071406484,0.0015214354498311877,0.0009739733068272471,0.000930642825551331,0.0006390562048181891,0.0005872132605873048,0.0005761692300438881,0.0004111560992896557,0.0004067184927407652,0.0004044477827847004,0.00039924660813994706,0.00036349284346215427,0.0003076665161643177,0.00028451523394323885,0.00018954438564833254
10,0.7916776537895203,0.05414086580276489,0.019065015017986298,0.008878305554389954,0.007637990638613701,0.0068502044305205345,0.006846918724477291,0.004876007791608572,0.004452089313417673,0.004221394658088684,0.0032566941808909178,0.002756279893219471,0.0020372080616652966,0.0016517603071406484,0.0015214354498311877,0.0009739733068272471,0.000930642825551331,0.0006390562048181891,0.0005872132605873048,0.0005761692300438881,0.0004111560992896557,0.0004067184927407652,0.0004044477827847004,0.00039924660813994706,0.00036349284346215427,0.0003076665161643177,0.00028451523394323885,0.00018954438564833254
