row,neutral,caring,approval,optimism,desire,annoyance,admiration,gratitude,disapproval,excitement,realization,anger,curiosity,relief,love,pride,joy,disappointment,confusion,disgust,fear,nervousness,sadness,remorse,surprise,amusement,grief,embarrassment
1,0.4561645984649658,0.3385584354400635,0.19932864606380463,0.06927579641342163,0.06150118261575699,0.019225096330046654,0.017445754259824753,0.012833567336201668,0.008596495725214481,0.006880162749439478,0.005502908490598202,0.0035076825879514217,0.0033686915412545204,0.003182515501976013,0.0030494132079184055,0.0022117209155112505,0.0019985625986009836,0.0017655157716944814,0.0010903322836384177,0.0010399359744042158,0.0009054961265064776,0.0008667284273542464,0.0008661167812533677,0.0008433986222371459,0.0005505664739757776,0.0004912280710414052,0.00047326250933110714,0.0003699892258737236
2,0.0364074669778347,0.0035016261972486973,0.09784319251775742,0.012603983283042908,0.005753715056926012,0.06779120862483978,0.35559871792793274,0.001240812474861741,0.09249719977378845,0.006740578915923834,0.03026448003947735,0.010903139598667622,0.1700618714094162,0.0013996096095070243,0.006146537140011787,0.0017917235381901264,0.0021667906548827887,0.11059807986021042,0.5215516686439514,0.015494116581976414,0.00818254891782999,0.006860680412501097,0.006685791537165642,0.002794613130390644,0.0054571907967329025,0.0009501707972958684,0.0013842600164934993,0.0075586396269500256
3,0.4314565658569336,0.13959257304668427,0.11707007139921188,0.026182182133197784,0.008361497893929482,0.007945448160171509,0.0071123442612588406,0.0922054648399353,0.003434328595176339,0.004174652975052595,0.007586541119962931,0.001161580323241651,0.0027893451042473316,0.005980230867862701,0.0007555863703601062,0.0013296391116455197,0.00449251988902688,0.0007923594093881547,0.0023490218445658684,0.0004463008954189718,0.0006814071675762534,0.000787789816968143,0.0006672741146758199,0.0006722147227264941,0.00046023831237107515,0.00044744444312527776,0.00034235185012221336,0.0002738793264143169
4,0.0813269168138504,0.0012183842482045293,0.004921329207718372,0.002190485829487443,0.0023092313203960657,0.36617380380630493,0.0028994912281632423,0.00044260540744289756,0.0228829737752676,0.001987612573429942,0.011800335720181465,0.1355937272310257,0.0018982267938554287,0.000789852871093899,0.0009482991881668568,0.0007671878556720912,0.003365881508216262,0.2547880709171295,0.002716972026973963,0.021604418754577637,0.004492743872106075,0.004175911657512188,0.09512108564376831,0.0005827333661727607,0.00321135763078928,0.003496848978102207,0.0023628361523151398,0.003966520074754953
5,0.8353644013404846,0.0008029458113014698,0.08839618414640427,0.0034870626404881477,0.000794832652900368,0.03683693706989288,0.002331804484128952,0.00032064993865787983,0.009480525739490986,0.0010762069141492248,0.09405258297920227,0.001814020797610283,0.0004512914747465402,0.0010147879365831614,0.0006441191653721035,0.0006909568910486996,0.0016432177508249879,0.008040342479944229,0.0022042214404791594,0.0031081705819815397,0.0007481473730877042,0.000477173161925748,0.0012369968462735415,0.0002638247678987682,0.000826783652883023,0.002301372354850173,0.00027151810354553163,0.0014825614634901285
6,0.371386855840683,0.00199914094991982,0.10445697605609894,0.003617941401898861,0.002441048389300704,0.0811387300491333,0.004914575722068548,0.0005077355308458209,0.43725115060806274,0.0005982640432193875,0.018279969692230225,0.005540979094803333,0.0008370847208425403,0.0007648235186934471,0.0014151131035760045,0.0004248450859449804,0.0007102034869603813,0.033248696476221085,0.003920897375792265,0.01875363662838936,0.0008899608510546386,0.00047644638107158244,0.003340483410283923,0.0005895911017432809,0.000416967406636104,0.0009795811492949724,0.00030528780189342797,0.0020235376432538033
7,0.257229208946228,0.01352365966886282,0.4501260221004486,0.018913740292191505,0.005406423006206751,0.003400855464860797,0.05154399201273918,0.0010524396784603596,0.0033398231025785208,0.016901327297091484,0.036700766533613205,0.0007088448037393391,0.13899561762809753,0.00370996817946434,0.011820932850241661,0.0015313297044485807,0.013859972357749939,0.0021775951609015465,0.038316406309604645,0.0004993124748580158,0.001228037173859775,0.0015676902839913964,0.0014960120897740126,0.0008705668151378632,0.00400033313781023,0.0006775486399419606,0.0005730079137720168,0.0004547917051240802
8,0.1744239181280136,0.004403236787766218,0.32249099016189575,0.04326286166906357,0.00869457982480526,0.0024045223835855722,0.48602721095085144,0.008563952520489693,0.005131272133439779,0.003563817823305726,0.011554892174899578,0.0003769292088691145,0.0018397305393591523,0.001019640825688839,0.004462142009288073,0.0020546584855765104,0.0021392330527305603,0.001729187206365168,0.0033574365079402924,0.0007794664124958217,0.0004576609062496573,0.00018782319966703653,0.0005371696315705776,0.00032174590160138905,0.000626796972937882,0.0006235585897229612,0.0001997306535486132,0.00015119770250748843
9,0.19031353294849396,0.0022831421811133623,0.0208217054605484,0.004891624674201012,0.0013734715757891536,0.014985629357397556,0.002318528713658452,0.0009529405506327748,0.02635989338159561,0.001512179966084659,0.015812980011105537,0.00240945047698915,0.36423343420028687,0.00029725252534262836,0.0021132605616003275,0.00011464166891528293,0.000977795571088791,0.006193192675709724,0.7566143870353699,0.002299634274095297,0.0018555138958618045,0.0011125538730993867,0.001957334578037262,0.0012977367732673883,0.006075946614146233,0.001009807689115405,0.00037596793845295906,0.0017868757713586092
10,0.03474580869078636,0.039409734308719635,0.059812579303979874,0.020067967474460602,0.008791781961917877,0.00877998024225235,0.016308894380927086,0.010719500482082367,0.03140737861394882,0.0034984643571078777,0.017283743247389793,0.0034129994455724955,0.12846021354198456,0.005129320081323385,0.014081529341638088,0.0011511424090713263,0.042370691895484924,0.009929272346198559,0.0434144102036953,0.002610401948913932,0.001196436583995819,0.0032026965636759996,0.059459343552589417,0.5393614768981934,0.001768413232639432,0.4151367247104645,0.0035182973369956017,0.014490772038698196
